基金代碼,基金中文名稱,基金英文名稱,幣別,ISINCODE,總代理機構代碼,總代理機構名稱,境外基金機構代碼,境外基金機構名稱,基金狀態
="OAPU",利安資金亞太基金(美元),LionGlobal Asia Pacific Fund USD Class,USD,="SG9999002570",B0233,先鋒證券投資顧問股份有限公司,="051",利安資金管理有限公司/LION GLOBAL INVESTORS LIMITED,
="OSBF",利安資金新加坡均衡基金(新元),LionGlobal Singapore Balanced SGD Class,SGD,="SG9999002679",B0233,先鋒證券投資顧問股份有限公司,="051",利安資金管理有限公司/LION GLOBAL INVESTORS LIMITED,
="OSBU",利安資金新加坡均衡基金(美元),LionGlobal Singapore Balanced USD Class,USD,="SG9999002687",B0233,先鋒證券投資顧問股份有限公司,="051",利安資金管理有限公司/LION GLOBAL INVESTORS LIMITED,
="OSES",利安資金東南亞基金(新元),LionGlobal South East Asia Fund SGD Class,SGD,="SG9999002620",B0233,先鋒證券投資顧問股份有限公司,="051",利安資金管理有限公司/LION GLOBAL INVESTORS LIMITED,
="OSEU",利安資金東南亞基金(美元),LionGlobal South East Asia Fund USD Class,USD,="SG9999002638",B0233,先鋒證券投資顧問股份有限公司,="051",利安資金管理有限公司/LION GLOBAL INVESTORS LIMITED,
="PABAAU",摩根基金 - 亞太入息基金 - JPM亞太入息 (美元) - A股(累計),JPMorgan Funds — Asia Pacific Income Fund - JPM Asia Pacific Income A (acc) - USD,USD,="LU0210527791",A0011,摩根證券投資信託股份有限公司,="007",摩根資產管理(歐洲)有限公司/JPMORGAN ASSET MANAGEMENT (EUROPE) S.A.R.L.,
="PE1",瀚亞投資-M&G泛歐基金A(美元),M&G Investment Funds (1) M&G Pan European Select Fund USD A  Acc,USD,="GB00BK6MCT25",A0007,瀚亞證券投資信託股份有限公司,="001",瀚亞投資(新加坡)有限公司/EASTSPRING INVESTMENTS (SINGAPORE) LIMITED,
="PEQEA",紐約梅隆泛歐股票投資基金A EUR,BNY Mellon Pan European Equity Fund A EUR,EUR,="IE0004144857",A0005,元大證券投資信託股份有限公司,="014",BNY MELLON GLOBAL MANAGEMENT LIMITED,
="PEQUA",紐約梅隆泛歐股票投資基金A USD,BNY Mellon Pan European Equity Fund A USD,USD,="IE0004148163",A0005,元大證券投資信託股份有限公司,="014",BNY MELLON GLOBAL MANAGEMENT LIMITED,
="PIMAME",鋒裕基金-美國鋒裕基金A2,Pioneer Funds - U.S. Pioneer Fund  A Non-Distributing USD,USD,="LU0133642578",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMAMEB",鋒裕基金-美國鋒裕基金B2,Pioneer Funds - U.S. Pioneer Fund  B Non-Distributing USD,USD,="LU0139712854",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMAMEI",鋒裕基金-美國鋒裕基金I2,Pioneer Funds - U.S. Pioneer Fund I Non-Distributing USD,USD,="LU0133646561",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMAMET",鋒裕基金-美國鋒裕基金T2,Pioneer Funds - U.S. Pioneer Fund T Non-Distributing USD,USD,="LU1162488834",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMAMEU",鋒裕基金-美國鋒裕基金A2 (歐元),Pioneer Funds - U.S. Pioneer Fund  A Non-Distributing EUR,EUR,="LU0133643469",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMAMEU2",鋒裕基金-美國鋒裕基金U2,Pioneer Funds - U.S. Pioneer Fund U Non-Distributing USD,USD,="LU1207368256",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMAMEUI",鋒裕基金-美國鋒裕基金I2(歐元),Pioneer Funds - U.S. Pioneer Fund I Non-Distributing EUR,EUR,="LU0133646488",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMARH",鋒裕基金-美國研究A2,Pioneer Funds - U.S. Research A Non-Distributing USD,USD,="LU0132182006",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMARHI",鋒裕基金-美國研究I2,Pioneer Funds - U.S. Research I Non-Distributing USD,USD,="LU0132183319",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMARHU",鋒裕基金-美國研究A2 (歐元),Pioneer Funds - U.S. Research A Non-Distributing EUR,EUR,="LU0119372174",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMARHUI",鋒裕基金-美國研究I2(歐元),Pioneer Funds - U.S. Research I Non-Distributing EUR,EUR,="LU0119435195",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMCEAEUR",鋒裕基金-中國股票 A2(歐元),Pioneer Funds - China Equity A Non-Distributing EUR,EUR,="LU0133656446",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMCEAUSD",鋒裕基金-中國股票 A2,Pioneer Funds - China Equity A Non-Distributing USD,USD,="LU0133656362",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMCEBUSD",鋒裕基金-中國股票 B2,Pioneer Funds - China Equity B Non-Distributing USD,USD,="LU0139717655",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMCEIEUR",鋒裕基金-中國股票I2(歐元),Pioneer Funds - China Equity I Non-Distributing EUR,EUR,="LU0133658061",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMCEIUSD",鋒裕基金-中國股票I2,Pioneer Funds - China Equity I Non-Distributing USD,USD,="LU0133658228",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMCETUSD",鋒裕基金-中國股票T2,Pioneer Funds - China Equity T Non-Distributing USD,USD,="LU1162487869",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMCEU2USD",鋒裕基金-中國股票U2,Pioneer Funds - China Equity U Non-Distributing USD,USD,="LU1207366474",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMCO-BD4",PIMCO多元收益債券基金-E級類別(收息股份),PIMCO Funds: Global Investors Series plc Diversified Income Fund Class E / Income,USD,="IE00B193MK07",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BD6",PIMCO多元收益債券基金-E級類別(歐元避險)收息股份,PIMCO Funds: Global Investors Series plc Diversified Income Fund Class E (EUR Hedge)/ Income,EUR,="IE00B4TG9K96",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BDA",PIMCO多元收益債券基金(澳幣避險)-M級類別(月收息股份),PIMCO Funds: Global Investors Series plc Diversified Income Fund M Retail Class (AUD Hedged) / Income,AUD,="IE00B95MX153",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BDI",PIMCO多元收益債券基金-機構H級類別(累積股份),PIMCO Funds: Global Investors Series plc Diversified Income Fund Class H - Institutional / Accumulation,USD,="IE00B4QX9925",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BDM",PIMCO多元收益債券基金-M級類別(月收息股份),PIMCO Funds: Global Investors Series plc Diversified Income Fund M Retail Class / Income,USD,="IE00B3Y5VT74",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BDP",PIMCO多元收益債券基金-M級類別(月收息強化股份),PIMCO Funds: Global Investors Series plc Diversified Income Fund M Retail Class/ Income II,USD,="IE00BH6XX571",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BE4",PIMCO新興市場債券基金-E級類別(收息股份),PIMCO Funds: Global Investors Series plc Emerging Markets Bond Fund Class E / Income,USD,="IE00B0MD9S72",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BEA",PIMCO新興市場債券基金(澳幣避險)-M級類別(月收息股份),PIMCO Funds: Global Investors Series plc Emerging Markets Bond Fund M Retail Class (AUD Hedged) / Income,AUD,="IE00B95LVH48",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BEI",PIMCO新興市場債券基金-機構H級類別(累積股份),PIMCO Funds: Global Investors Series plc Emerging Markets Bond Fund Class H - Institutional / Accumulation,USD,="IE0032314100",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BEM",PIMCO新興市場債券基金-M級類別(月收息股份),PIMCO Funds: Global Investors Series plc Emerging Markets Bond Fund M Retail Class / Income,USD,="IE00B3VQ0W98",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BEP",PIMCO新興市場債券基金-M級類別(月收息強化股份),PIMCO Funds: Global Investors Series plc Emerging Markets Bond Fund M Retail Class/ Income II,USD,="IE00BH6XX688",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BF3",PIMCO歐元債券基金-E級類別(累積股份),PIMCO Funds: Global Investors Series plc Euro Bond Fund Class E / Accumulation,EUR,="IE00B11XYY66",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BG4",PIMCO全球債券基金-E級類別(收息股份),PIMCO Funds: Global Investors Series plc Global Bond Fund Class E / Income,USD,="IE00B0MD9M11",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BGG",PIMCO全球債券基金-機構H級類別(收息股份),PIMCO Funds: Global Investors Series plc Global Bond Fund Class H-institutional/Income,USD,="IE00BYYQ3575",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BGI",PIMCO全球債券基金-機構H級類別(累積股份),PIMCO Funds: Global Investors Series plc Global Bond Fund Class H-institutional/Accumulation,USD,="IE0032313805",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BH4",PIMCO美國高收益債券基金-E級類別(收息股份),PIMCO Funds: Global Investors Series plc U.S. High Yield Bond Fund Class E / Income,USD,="IE00B193MN38",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BHI",PIMCO美國高收益債券基金-機構H級類別 (累積股份),PIMCO Funds: Global Investors Series plc U.S. High Yield Bond Fund Class H - Institutional / Accumulation,USD,="IE0032313573",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BHM",PIMCO美國高收益債券基金-M級類別(月收息股份),PIMCO Funds: Global Investors Series plc U.S. High Yield Bond Fund M Retail Class / Income,USD,="IE00B4MX2G40",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BII",PIMCO全球投資級別債券基金-機構H級類別(累積股份),PIMCO Funds: Global Investors Series plc Global Investment Grade Credit Fund Class H - institutional / Accumulation,USD,="IE00B3CLHY41",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BIM",PIMCO全球投資級別債券基金-M級類別(月收息股份),PIMCO Funds: Global Investors Series plc Global Investment Grade Credit Fund M Retail Class / Income,USD,="IE00B889SK00",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BIN",PIMCO全球投資級別債券基金-E級類別(收息股份),PIMCO Funds: Global Investors Series plc Global Investment Grade Credit Fund Class E / Income,USD,="IE00B2R34T20",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BIP",PIMCO全球投資級別債券基金-M級類別(月收息強化股份),PIMCO Funds: Global Investors Series plc Global Investment Grade Credit Fund M Retail Class/ Income II,USD,="IE00BH6XX795",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BL3",PIMCO短年期債券基金-E級類別(累積股份),PIMCO Funds: : Global Investors Series plc Low Average Duration Fund Class E / Accumulation,USD,="IE00B2478W85",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BLI",PIMCO短年期債券基金-機構H級類別(累積股份),PIMCO Funds: Global Investors Series plc Low Average Duration Fund Class H - institutional / Accumulation,USD,="IE00B02SDH94",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BR4",PIMCO全球實質回報債券基金-E級類別(收息股份),PIMCO Funds: : Global Investors Series plc Global Real Return Fund Class E / Income,USD,="IE00B0MD9N28",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BRI",PIMCO全球實質回報債券基金-機構H級類別(累積股份),PIMCO Funds: Global Investors Series plc Global Real Return Fund Class H - institutional / Accumulation,USD,="IE00B016J437",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BSR",PIMCO美國股票增益基金-E級類別(累積股份),PIMCO Funds: Global Investors Series plc StocksPLUS TM Fund Class E / Accumulation,USD,="IE00B1D7YP71",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BT4",PIMCO總回報債券基金-E級類別(收息股份),PIMCO Funds: Global Investors Series plc Total Return Bond Fund Class E / Income,USD,="IE00B0M2Y900",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BTI",PIMCO總回報債券基金-機構H級類別(累積股份),PIMCO Funds: Global Investors Series plc Total Return Bond Fund Class H - Institutional / Accumulation,USD,="IE0032313243",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BW4",PIMCO絕對收益債券基金-E級類別(收息股份),PIMCO Funds: Global Investors Series plc Unconstrained Bond Fund Class E / Income,USD,="IE00B464K924",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BXN",PIMCO全球債券(美國除外)基金-E級類別(收息股份),PIMCO Funds: Global Investors Series plc Global Bond Ex-US Fund Class E / lncome,USD,="IE00B2R34X65",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BY4",PIMCO全球高收益債券基金-E級類別(收息股份),PIMCO Funds: Global Investors Series plc Global High Yield Bond Fund Class E / Income,USD,="IE00B193ML14",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BYG",PIMCO全球高收益債券基金-機構H級類別(收息股份),PIMCO Funds: Global Investors Series plc Global High Yield Bond Fund Class H - Institutional / Income,USD,="IE00B9LZZ901",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BYI",PIMCO全球高收益債券基金-機構H級類別(累積股份),PIMCO Funds: Global Investors Series plc Global High Yield Bond Fund Class H-institutional /Accumulation,USD,="IE00B3CLHX34",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BYM",PIMCO全球高收益債券基金-M級類別(月收息股份),PIMCO Funds: Global Investors Series plc Global High Yield Bond Fund M Retail Class  / Income,USD,="IE00B3M5PY21",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMCO-BYP",PIMCO全球高收益債券基金-M級類別(月收息強化股份),PIMCO Funds: Global Investors Series plc Global High Yield Bond Fund M Retail Class/ Income II,USD,="IE00BH6XX464",A0036,安聯證券投資信託股份有限公司,="069",PIMCO GLOBAL ADVISORS (IRELAND) LIMITED,
="PIMEEE",鋒裕基金-新興歐洲及地中海股票A2,Pioneer Funds - Emerging Europe and Mediterranean Equity A Non-Distributing USD,USD,="LU0132177006",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEEEB",鋒裕基金-新興歐洲及地中海股票B2,Pioneer Funds - Emerging Europe and Mediterranean Equity B Non-Distributing USD,USD,="LU0139713746",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEEEI",鋒裕基金-新興歐洲及地中海股票I2,Pioneer Funds - Emerging Europe and Mediterranean Equity I Non-Distributing USD,USD,="LU0132177931",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEEET",鋒裕基金-新興歐洲及地中海股票T2,Pioneer Funds - Emerging Europe and Mediterranean Equity T Non-Distributing USD,USD,="LU1162488081",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEEEU",鋒裕基金-新興歐洲及地中海股票A2 (歐元),Pioneer Funds - Emerging Europe and Mediterranean Equity A Non-Distributing EUR,EUR,="LU0119336021",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEEEU2",鋒裕基金-新興歐洲及地中海股票U2,Pioneer Funds - Emerging Europe and Mediterranean Equity U Non-Distributing USD,USD,="LU1207367878",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEEEUB",鋒裕基金-新興歐洲及地中海股票B2 (歐元),Pioneer Funds - Emerging Europe and Mediterranean Equity B Non-Distributing EUR,EUR,="LU0140694968",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEEEUI",鋒裕基金-新興歐洲及地中海股票I2(歐元),Pioneer Funds - Emerging Europe and Mediterranean Equity I Non-Distributing EUR,EUR,="LU0119432416",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEEEUT",鋒裕基金-新興歐洲及地中海股票T2(歐元),Pioneer Funds - Emerging Europe and Mediterranean Equity T Non-Distributing EUR,EUR,="LU1162487943",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEEEUU2",鋒裕基金-新興歐洲及地中海股票U2(歐元),Pioneer Funds - Emerging Europe and Mediterranean Equity U Non-Distributing EUR,EUR,="LU1207367951",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMELE",鋒裕基金-歐陸股票A2,Pioneer Funds - Euroland Equity A Non-Distributing USD,USD,="LU0132181453",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMELEB",鋒裕基金-歐陸股票B2,Pioneer Funds - Euroland Equity B Non-Distributing USD,USD,="LU0139714710",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMELEI",鋒裕基金-歐陸股票I2,Pioneer Funds - Euroland Equity I Non-Distributing USD,USD,="LU0132181966",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMELET",鋒裕基金-歐陸股票T2,Pioneer Funds - Euroland Equity T Non-Distributing USD,USD,="LU1162489212",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMELEU",鋒裕基金-歐陸股票A2 (歐元),Pioneer Funds - Euroland Equity A Non-Distributing EUR,EUR,="LU0119345287",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMELEUI",鋒裕基金-歐陸股票I2(歐元),Pioneer Funds - Euroland Equity I Non-Distributing EUR,EUR,="LU0119432846",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEMBA2",鋒裕基金-新興市場債券A2,Pioneer Funds - Emerging Markets Bond A Non-Distributing USD,USD,="LU0132208249",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEMBAIASD",鋒裕基金-新興市場債券A股澳幣收益(穩定配息),Pioneer Funds - Emerging Markets Bond A AUD Income - Stable Dividend,AUD,="LU1089258179",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEMBAIBSD",鋒裕基金-新興市場債券B股澳幣收益(穩定配息),Pioneer Funds - Emerging Markets Bond B AUD Income - Stable Dividend,AUD,="LU1089258500",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEMBAITSD",鋒裕基金-新興市場債券T股澳幣收益(穩定配息),Pioneer Funds - Emerging Markets Bond T AUD Income - Stable Dividend,AUD,="LU1162485657",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEMBAIUSD",鋒裕基金-新興市場債券U股澳幣收益(穩定配息),Pioneer Funds - Emerging Markets Bond U AUD Income - Stable Dividend,AUD,="LU1242500301",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEMBAXD",鋒裕基金-新興市場債券AXD,Pioneer Funds - Emerging Markets Bond A Distributing USD Ex-Dividend,USD,="LU0770658069",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEMBB2",鋒裕基金-新興市場債券B2,Pioneer Funds - Emerging Markets Bond B Non-Distributing USD,USD,="LU0139717903",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEMBBXD",鋒裕基金-新興市場債券BXD,Pioneer Funds - Emerging Markets Bond B Distributing USD Ex-Dividend,USD,="LU0770658226",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEMBI2",鋒裕基金-新興市場債券I2,Pioneer Funds - Emerging Markets Bond I Non-Distributing USD,USD,="LU0132208918",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEMBLCAEUR",鋒裕基金-新興市場當地貨幣債券 A2(歐元),Pioneer Funds - Emerging Markets Bond Local Currencies A Non-Distributing EUR,EUR,="LU0441086153",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEMBLCAUSD",鋒裕基金-新興市場當地貨幣債券 A2,Pioneer Funds - Emerging Markets Bond Local Currencies A Non-Distributing USD,USD,="LU0441085775",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEMBLCAXD",鋒裕基金-新興市場當地貨幣債券 AXD,Pioneer Funds - Emerging Markets Bond Local Currencies A Distributing USD Ex-Dividend,USD,="LU0869493428",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEMBLCBXD",鋒裕基金-新興市場當地貨幣債券 BXD,Pioneer Funds - Emerging Markets Bond Local Currencies B Distributing USD Ex-Dividend,USD,="LU0869494236",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEMBLCIEUR",鋒裕基金-新興市場當地貨幣債券I2(歐元),Pioneer Funds - Emerging Markets Bond Local Currencies I Non-Distributing EUR,EUR,="LU0441087631",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEMBLCTXD",鋒裕基金-新興市場當地貨幣債券TXD,Pioneer Funds - Emerging Markets Bond Local Currencies T Distributing USD Ex-Dividend,USD,="LU1162489139",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEMBLCUXD",鋒裕基金-新興市場當地貨幣債券UXD,Pioneer Funds - Emerging Markets Bond Local Currencies U Distributing USD Ex-Dividend,USD,="LU1207367282",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEMBT2",鋒裕基金-新興市場債券T2,Pioneer Funds - Emerging Markets Bond T Non-Distributing USD,USD,="LU1162485814",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEMBTXD",鋒裕基金-新興市場債券TXD,Pioneer Funds - Emerging Markets Bond T Distributing Ex-Dividend USD,USD,="LU1162485905",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEMBU2",鋒裕基金-新興市場債券U2,Pioneer Funds - Emerging Markets Bond U Non-Distributing USD,USD,="LU1207365153",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
="PIMEMBUA2",鋒裕基金-新興市場債券A2(歐元),Pioneer Funds - Emerging Markets Bond A Non-Distributing EUR,EUR,="LU0119402005",B0299,鋒裕環球證券投資顧問股份有限公司,="034",鋒裕資產管理公司/PIONEER ASSET MANAGEMENT S.A.,
