基金代碼,基金中文名稱,基金英文名稱,幣別,ISINCODE,總代理機構代碼,總代理機構名稱,境外基金機構代碼,境外基金機構名稱,基金狀態
="1049C7",景順日本動力基金C(美元對沖)股 美元,Invesco Japanese Equity Core Fund C(USD Hgd) USD,USD,="IE00B7YKQB71",A0006,景順證券投資信託股份有限公司,="008",景順投資管理亞洲有限公司/INVESCO ASSET MANAGEMENT ASIA LIMITED,
="1049CY",景順日本動力基金C-年配息股 美元,Invesco Japanese Equity Core Fund C-AD USD,USD,="IE0030382687",A0006,景順證券投資信託股份有限公司,="008",景順投資管理亞洲有限公司/INVESCO ASSET MANAGEMENT ASIA LIMITED,
="1050",富蘭克林坦伯頓全球投資系列－新興國家固定收益基金美元B (Mdis)股,Franklin Templeton Investment Funds-Templeton Emerging Markets Bond Fund Class B (Mdis) USD,USD,="LU0441902060",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="1051",富蘭克林坦伯頓全球投資系列－歐洲高收益基金歐元B (Mdis)股,Franklin Templeton Investment Funds-Franklin Euro High Yield Fund Class B (Mdis) EUR,EUR,="LU0441902144",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="1052A6",景順中國基金A(歐元對沖)股 歐元,Invesco PRC Equity Fund A(EUR Hgd) EUR,EUR,="IE00B29WLS52",A0006,景順證券投資信託股份有限公司,="008",景順投資管理亞洲有限公司/INVESCO ASSET MANAGEMENT ASIA LIMITED,
="1052AY",景順中國基金A-年配息股 美元,Invesco PRC Equity Fund A-AD USD,USD,="IE0003583568",A0006,景順證券投資信託股份有限公司,="008",景順投資管理亞洲有限公司/INVESCO ASSET MANAGEMENT ASIA LIMITED,
="1052BY",景順中國基金B-年配息股 美元,Invesco PRC Equity Fund B-AD USD,USD,="IE0030830313",A0006,景順證券投資信託股份有限公司,="008",景順投資管理亞洲有限公司/INVESCO ASSET MANAGEMENT ASIA LIMITED,
="1052C6",景順中國基金C(歐元對沖)股 歐元,Invesco PRC Equity Fund C(EUR Hgd) EUR,EUR,="IE00B29WLT69",A0006,景順證券投資信託股份有限公司,="008",景順投資管理亞洲有限公司/INVESCO ASSET MANAGEMENT ASIA LIMITED,
="1052CY",景順中國基金C-年配息股 美元,Invesco PRC Equity Fund C-AD USD,USD,="IE0003583675",A0006,景順證券投資信託股份有限公司,="008",景順投資管理亞洲有限公司/INVESCO ASSET MANAGEMENT ASIA LIMITED,
="1052DG",景順中國基金A(澳幣對沖)股 澳幣,Invesco PRC Equity Fund A (AUD Hgd) AUD,AUD,="IE00BCKFN326",A0006,景順證券投資信託股份有限公司,="008",景順投資管理亞洲有限公司/INVESCO ASSET MANAGEMENT ASIA LIMITED,
="10531003",瑞銀 (盧森堡) 美元高收益債券基金(美元)(月配息),UBS (Lux) Bond Sicav- USD High Yield (USD) P-mdist,USD,="LU0459103858",A0015,瑞銀證券投資信託股份有限公司,="018",瑞士銀行股份有限公司/UBS AG,
="10532247",瑞銀 (盧森堡)亞洲全方位債券基金(美元)(月配息),UBS (Lux) Bond Fund - Full Cycle Asian Bond (USD) P-mdist,USD,="LU0464244259",A0015,瑞銀證券投資信託股份有限公司,="018",瑞士銀行股份有限公司/UBS AG,
="10532248",瑞銀 (盧森堡)亞洲全方位債券基金(美元),UBS (Lux) Bond Fund - Full Cycle Asian Bond(USD),USD,="LU0464244333",A0015,瑞銀證券投資信託股份有限公司,="018",瑞士銀行股份有限公司/UBS AG,
="10532262",瑞銀 (盧森堡) 亞洲全方位債券基金(美元) I-A1-累積,UBS (Lux) Bond Fund - Full Cycle Asian Bond (USD) I-A1-acc,USD,="LU0464245819",A0015,瑞銀證券投資信託股份有限公司,="018",瑞士銀行股份有限公司/UBS AG,
="106",富蘭克林成長基金A股,Franklin Growth Fund Class A,USD,="US3534965088",B0029,富蘭克林證券投資顧問股份有限公司,="024",富蘭克林顧問公司/FRANKLIN ADVISERS，  INC.,
="1061AY",景順英國動力基金A-年配息股 英鎊,Invesco UK Equity Fund A-AD GBP,GBP,="IE0030382794",A0006,景順證券投資信託股份有限公司,="008",景順投資管理亞洲有限公司/INVESCO ASSET MANAGEMENT ASIA LIMITED,
="1061CY",景順英國動力基金C-年配息股 英鎊,Invesco UK Equity Fund C-AD GBP,GBP,="IE0030382802",A0006,景順證券投資信託股份有限公司,="008",景順投資管理亞洲有限公司/INVESCO ASSET MANAGEMENT ASIA LIMITED,
="1064A6",景順環球高收益債券基金A(歐元對沖)股 歐元,Invesco Global High Income Fund A(EUR Hgd) EUR,EUR,="IE00B01VQD65",A0006,景順證券投資信託股份有限公司,="008",景順投資管理亞洲有限公司/INVESCO ASSET MANAGEMENT ASIA LIMITED,
="1064AF",景順環球高收益債券基金A-固定月配息股 美元,Invesco Global High Income Fund A-MD USD,USD,="IE00B01VQZ85",A0006,景順證券投資信託股份有限公司,="008",景順投資管理亞洲有限公司/INVESCO ASSET MANAGEMENT ASIA LIMITED,
="1064AH",景順環球高收益債券基金A-月配息(歐元對沖)股 歐元,Invesco Global High Income Fund A-MD(EUR Hgd) EUR,EUR,="IE00B41SHM13",A0006,景順證券投資信託股份有限公司,="008",景順投資管理亞洲有限公司/INVESCO ASSET MANAGEMENT ASIA LIMITED,
="1064AS",景順環球高收益債券基金A-半年配息股 美元,Invesco Global High Income Fund A-SD USD,USD,="IE0003561788",A0006,景順證券投資信託股份有限公司,="008",景順投資管理亞洲有限公司/INVESCO ASSET MANAGEMENT ASIA LIMITED,
="1064BS",景順環球高收益債券基金B-半年配息股 美元,Invesco Global High Income Fund B-SD USD,USD,="IE0030830750",A0006,景順證券投資信託股份有限公司,="008",景順投資管理亞洲有限公司/INVESCO ASSET MANAGEMENT ASIA LIMITED,
="1064C6",景順環球高收益債券基金C(歐元對沖)股 歐元,Invesco Global High Income Fund C(EUR Hgd) EUR,EUR,="IE00B01VQF89",A0006,景順證券投資信託股份有限公司,="008",景順投資管理亞洲有限公司/INVESCO ASSET MANAGEMENT ASIA LIMITED,
="1064CC",景順環球高收益債券基金C股 美元,Invesco Global High Income Fund C USD,USD,="IE00B3D84101",A0006,景順證券投資信託股份有限公司,="008",景順投資管理亞洲有限公司/INVESCO ASSET MANAGEMENT ASIA LIMITED,
="1064CS",景順環球高收益債券基金C-半年配息股 美元,Invesco Global High Income Fund C-SD USD,USD,="IE0003561895",A0006,景順證券投資信託股份有限公司,="008",景順投資管理亞洲有限公司/INVESCO ASSET MANAGEMENT ASIA LIMITED,
="1064DK",景順環球高收益債券基金A-穩定月配息(澳幣對沖)股 澳幣,Invesco Global High Income Fund A-MD-1 (AUD Hgd) AUD,AUD,="IE00BMMV7R05",A0006,景順證券投資信託股份有限公司,="008",景順投資管理亞洲有限公司/INVESCO ASSET MANAGEMENT ASIA LIMITED,
="1067AY",景順科技基金A-年配息股 美元,Invesco Global Technology Fund A-AD USD,USD,="IE0003707928",A0006,景順證券投資信託股份有限公司,="008",景順投資管理亞洲有限公司/INVESCO ASSET MANAGEMENT ASIA LIMITED,
="1067BY",景順科技基金B-年配息股 美元,Invesco Global Technology Fund B-AD USD,USD,="IE0002677973",A0006,景順證券投資信託股份有限公司,="008",景順投資管理亞洲有限公司/INVESCO ASSET MANAGEMENT ASIA LIMITED,
="1067CY",景順科技基金C-年配息股 美元,Invesco Global Technology Fund C-AD USD,USD,="IE0003708009",A0006,景順證券投資信託股份有限公司,="008",景順投資管理亞洲有限公司/INVESCO ASSET MANAGEMENT ASIA LIMITED,
="107",富蘭克林公用事業基金美元A股,Franklin Utilities Fund Class A USD,USD,="US3534964099",B0029,富蘭克林證券投資顧問股份有限公司,="024",富蘭克林顧問公司/FRANKLIN ADVISERS，  INC.,
="108",富蘭克林高科技基金美元A股,Franklin Dynatech Fund Class A USD,USD,="US3534962010",B0029,富蘭克林證券投資顧問股份有限公司,="024",富蘭克林顧問公司/FRANKLIN ADVISERS，  INC.,
="1105",富蘭克林坦伯頓全球投資系列-新興國家固定收益基金美元 A (acc)股,Franklin Templeton Investment Funds-Templeton Emerging Markets Bond Fund Class A (acc) USD,USD,="LU0478345209",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="1116",富蘭克林坦伯頓全球投資系列－歐洲高收益基金美元A (Mdis)股,Franklin Templeton Investment Funds-Franklin Euro High Yield Fund Class A (Mdis) USD,USD,="LU0496363853",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="1145",富蘭克林坦伯頓全球投資系列－歐洲高收益基金美元B (Mdis)股,Franklin Templeton Investment Funds-Franklin Euro High Yield Fund Class B (Mdis) USD,USD,="LU0496371013",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="1146",富蘭克林坦伯頓全球投資系列－天然資源基金美元B (acc)股,Franklin Templeton Investment Funds-Franklin Natural Resources Fund Class B(acc) USD,USD,="LU0496371369",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="1147",富蘭克林坦伯頓全球投資系列－大中華基金美元B (acc)股,Franklin Templeton Investment Funds-Templeton China Fund Class B (acc) USD,USD,="LU0496371799",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="1155",富蘭克林坦伯頓全球投資系列－全球房地產基金歐元避險A (acc)股-H1,Franklin Templeton Investment Funds - Franklin Global Real Estate Fund Class A (acc) EUR-H1,EUR,="LU0523919115",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="1156",富蘭克林坦伯頓全球投資系列－全球房地產基金歐元避險A (Ydis)股-H1,Franklin Templeton Investment Funds - Franklin Global Real Estate Fund Class A (Ydis) EUR-H1,EUR,="LU0523922176",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="1171",富蘭克林坦伯頓全球投資系列-全球債券基金澳幣避險 A (Mdis)股-H1,Franklin Templeton Investment Funds- Templeton Global Bond Fund Class A (Mdis) AUD-H1,AUD,="LU0536402570",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="1172",富蘭克林坦伯頓全球投資系列－全球債券總報酬基金澳幣避險A(Mdis)-H1,Franklin Templeton Investment Funds-Templeton Global Total Return Fund  A (Mdis) AUD- H1,AUD,="LU0536402737",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="1174",富蘭克林坦伯頓全球投資系列-美國政府基金美元A (acc)股,Franklin Templeton Investment Funds-Franklin U.S. Government Fund Class A (acc) USD,USD,="LU0543330301",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="1209LU0273496686",英傑華投資-新興市場當地貨幣債券基金,Aviva Investors - Emerging Markets Local Currency Bond Fund,EUR,="LU0273496686",A0026,中國信託證券投資信託股份有限公司,="075",英傑華投資盧森堡有限公司/AVIVA INVESTORS LUXEMBOURG S.A.,
="1209LU0274935138",英傑華投資-新興市場當地貨幣債券基金(歐元月配息),Aviva Investors - Emerging Markets Local Currency Bond Fund Bm EUR,EUR,="LU0274935138",A0026,中國信託證券投資信託股份有限公司,="075",英傑華投資盧森堡有限公司/AVIVA INVESTORS LUXEMBOURG S.A.,
="1211LU0459039664",英傑華投資-新興市場當地貨幣債券基金(美元月配息),Aviva Investors - Emerging Markets Local Currency Bond Fund Bm USD,USD,="LU0459039664",A0026,中國信託證券投資信託股份有限公司,="075",英傑華投資盧森堡有限公司/AVIVA INVESTORS LUXEMBOURG S.A.,
="1211LU0490651758",英傑華投資-新興市場當地貨幣債券基金(美元),Aviva Investors - Emerging Markets Local Currency Bond Fund (B$),USD,="LU0490651758",A0026,中國信託證券投資信託股份有限公司,="075",英傑華投資盧森堡有限公司/AVIVA INVESTORS LUXEMBOURG S.A.,
="12192307",瑞銀 (盧森堡) 亞洲貨幣債券基金(美元),UBS (Lux) Bond SICAV- Asian Local Currency Bond (USD),USD,="LU0573605267",A0015,瑞銀證券投資信託股份有限公司,="018",瑞士銀行股份有限公司/UBS AG,
="12192330",瑞銀 (盧森堡) 亞洲貨幣債券基金(美元)(月配息),UBS (Lux) Bond SICAV- Asian Local Currency Bond (USD)P-mdist,USD,="LU0573605424",A0015,瑞銀證券投資信託股份有限公司,="018",瑞士銀行股份有限公司/UBS AG,
="12957889",瑞銀 (盧森堡) 新興市場入息基金 (美元) (月配息),UBS (Lux) Equity SICAV — Emerging Markets High Dividend (USD) P-mdist,USD,="LU0625543805",A0015,瑞銀證券投資信託股份有限公司,="018",瑞士銀行股份有限公司/UBS AG,
="12957892",瑞銀 (盧森堡) 新興市場入息基金 (美元),UBS (Lux) Equity SICAV - Emerging Markets High Dividend (USD) P-acc,USD,="LU0625543631",A0015,瑞銀證券投資信託股份有限公司,="018",瑞士銀行股份有限公司/UBS AG,
="1301LU0137992961",英傑華投資-歐洲公司債基金,Aviva Investors - European Corporate Bond Fund,EUR,="LU0137992961",A0026,中國信託證券投資信託股份有限公司,="075",英傑華投資盧森堡有限公司/AVIVA INVESTORS LUXEMBOURG S.A.,
="1307LU0144879052",英傑華投資-環球可轉債基金,Aviva Investors Global Convertibles Fund,USD,="LU0144879052",A0026,中國信託證券投資信託股份有限公司,="075",英傑華投資盧森堡有限公司/AVIVA INVESTORS LUXEMBOURG S.A.,
="1307LU0401378400",英傑華投資-環球可轉債基金(美元月配息),Aviva Investors - Global Convertibles Fund Bm USD,USD,="LU0401378400",A0026,中國信託證券投資信託股份有限公司,="075",英傑華投資盧森堡有限公司/AVIVA INVESTORS LUXEMBOURG S.A.,
="1310LU0180621863",英傑華投資-新興市場債券基金,Aviva Investors - Emerging Markets Bond Fund,USD,="LU0180621863",A0026,中國信託證券投資信託股份有限公司,="075",英傑華投資盧森堡有限公司/AVIVA INVESTORS LUXEMBOURG S.A.,
="1310LU0206569211",英傑華投資-新興市場債券基金(美元月配息),Aviva Investors - Emerging Markets Bond Fund Bm USD,USD,="LU0206569211",A0026,中國信託證券投資信託股份有限公司,="075",英傑華投資盧森堡有限公司/AVIVA INVESTORS LUXEMBOURG S.A.,
="1313LU0562505734",英傑華投資-全球高收益債券基金(美元),Aviva Investors - Global High Yield Bond Fund(B $),USD,="LU0562505734",A0026,中國信託證券投資信託股份有限公司,="075",英傑華投資盧森堡有限公司/AVIVA INVESTORS LUXEMBOURG S.A.,
="1313LU0562505817",英傑華投資-全球高收益債券基金(美元月配息),Aviva Investors - Global High Yield Bond Fund Bm USD,USD,="LU0562505817",A0026,中國信託證券投資信託股份有限公司,="075",英傑華投資盧森堡有限公司/AVIVA INVESTORS LUXEMBOURG S.A.,
="1316LU0428042740",英傑華投資-全球複合債券基金(歐元),Aviva Investors - Global Aggregate Bond Fund (B EUR),EUR,="LU0428042740",A0026,中國信託證券投資信託股份有限公司,="075",英傑華投資盧森堡有限公司/AVIVA INVESTORS LUXEMBOURG S.A.,
="1316LU0432678927",英傑華投資-全球複合債券基金(歐元月配息),Aviva Investors - Global Aggregate Bond Fund Bm EUR,EUR,="LU0432678927",A0026,中國信託證券投資信託股份有限公司,="075",英傑華投資盧森堡有限公司/AVIVA INVESTORS LUXEMBOURG S.A.,
="132",富蘭克林黃金基金美元A股,Franklin Gold and Precious Metals Fund Class A USD,USD,="US3535351072",B0029,富蘭克林證券投資顧問股份有限公司,="024",富蘭克林顧問公司/FRANKLIN ADVISERS，  INC.,
="1320LU0562506468",英傑華投資-全球複合債券基金(美元),Aviva Investors - Global Aggregate Bond Fund(B＄),USD,="LU0562506468",A0026,中國信託證券投資信託股份有限公司,="075",英傑華投資盧森堡有限公司/AVIVA INVESTORS LUXEMBOURG S.A.,
="1320LU0562507193",英傑華投資-全球複合債券基金(美元月配息),Aviva Investors - Global Aggregate Bond Fund Bm USD,USD,="LU0562507193",A0026,中國信託證券投資信託股份有限公司,="075",英傑華投資盧森堡有限公司/AVIVA INVESTORS LUXEMBOURG S.A.,
="13326192",瑞銀(盧森堡)新興市場短期債券基金 (美元)(月配息),UBS (Lux) Emerging Ec. Fund - Global Short Term (USD) P - mdist,USD,="LU0649560199",A0015,瑞銀證券投資信託股份有限公司,="018",瑞士銀行股份有限公司/UBS AG,
="1404LU0010019817",英傑華投資-亞洲股票收益基金,Aviva Investors - Asian Equity Income Fund,USD,="LU0010019817",A0026,中國信託證券投資信託股份有限公司,="075",英傑華投資盧森堡有限公司/AVIVA INVESTORS LUXEMBOURG S.A.,
="1433",富蘭克林坦伯頓全球投資系列－公司債基金澳幣避險A (Mdis)股-H1,Franklin Templeton Investment Funds-Franklin High Yield Fund A(Mdis)AUD-H1,AUD,="LU0889565247",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="1434",富蘭克林坦伯頓全球投資系列－新興國家固定收益基金澳幣避險A (Mdis)股-H1,Franklin Templeton Investment Funds- Templeton Emerging Markets Bond Fund Class A (Mdis) AUD-H1,AUD,="LU0889565320",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="1435",富蘭克林坦伯頓全球投資系列－精選收益基金澳幣避險A (Mdis)股-H1,Franklin Templeton Investment Funds-Franklin Strategic Income Fund Class A (Mdis) AUD-H1,AUD,="LU0889565593",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
